title,userId,rating
"Bucket Of Blood, A (1959)",1,2.5
Buddy (1997),3,2.1666666666666665
Buddy Boy (1999),1,2.5
"Buddy Holly Story, The (1978)",5,3.6
Buena Vista Social Club (1999),4,4.375
Buffalo '66 (a.k.a. Buffalo 66) (1998),12,3.4166666666666665
Buffalo Soldiers (2001),3,3.5
Buffy the Vampire Slayer (1992),26,2.423076923076923
Bug (2007),4,2.875
"Bug's Life, A (1998)",92,3.516304347826087
Bugsy (1991),1,3.0
Bugsy Malone (1976),2,2.75
Bull Durham (1988),35,3.6714285714285713
Bullet in the Head (1990),2,4.0
Bullet to the Head (2012),1,1.5
Bulletproof (1996),6,2.6666666666666665
Bulletproof Monk (2003),11,2.409090909090909
Bullets Over Broadway (1994),30,3.5833333333333335
Bullitt (1968),8,3.875
Bully (2001),7,3.642857142857143
Bully (2011),2,3.5
Bulworth (1998),24,3.2708333333333335
Bungo Stray Dogs: Dead Apple (2018),1,3.5
Bunny (1998),1,1.0
Bunny Lake Is Missing (1965),1,3.5
Bunraku (2010),1,1.5
Burden of Dreams (1982),2,3.75
Burglar (1987),2,2.75
Buried (2010),4,3.5
Burke and Hare (2010),1,4.0
Burlesque (2010),1,2.5
Burma VJ: Reporting from a Closed Country (Burma VJ: Reporter i et lukket land) (2008),1,3.5
Burn After Reading (2008),39,3.4871794871794872
Burnt (2015),3,2.0
Burnt Offerings (1976),2,3.75
Burnt by the Sun (Utomlyonnye solntsem) (1994),6,3.8333333333333335
"Burrowers, The (2008)",1,3.0
Bus 174 (Ônibus 174) (2002),3,3.8333333333333335
Bush's Brain (2004),1,3.0
Bushwhacked (1995),3,3.0
"Business of Strangers, The (2001)",2,3.5
Buster's Mal Heart (2017),1,1.0
Bustin' Loose (1981),1,2.0
But I'm a Cheerleader (1999),4,2.625
Butch Cassidy and the Sundance Kid (1969),62,3.943548387096774
"Butcher Boy, The (1997)",2,4.0
"Butcher's Wife, The (1991)",5,3.1
Butterfield 8 (1960),1,3.0
Butterflies Are Free (1972),1,3.0
Butterfly (La lengua de las mariposas) (1999),2,4.0
Buzzard (2015),1,5.0
By the Gun (2014),1,2.0
By the Law (1926),1,3.5
Byzantium (2012),1,4.0
C.R.A.Z.Y. (2005),2,3.5
CB4 - The Movie (1993),5,2.9
CHiPS (2017),1,4.0
CQ (2001),1,3.0
Cabaret (1972),5,3.0
Cabin Boy (1994),6,2.0
Cabin Fever (2002),8,2.875
"Cabin in the Woods, The (2012)",22,4.0227272727272725
"Cabinet of Dr. Caligari, The (Cabinet des Dr. Caligari., Das) (1920)",7,3.857142857142857
"Cable Guy, The (1996)",54,2.8055555555555554
Caddyshack (1980),52,3.826923076923077
Caddyshack II (1988),3,1.5
Cadillac Man (1990),2,1.5
Café Society (2016),1,3.0
Cage Dive (2017),1,1.0
"Cage aux Folles, La (1978)",1,3.0
"Caine Mutiny, The (1954)",2,4.0
Cake (2014),2,2.75
Calamity Jane (1953),1,3.5
"Calcium Kid, The (2004)",1,5.0
Calendar Girl (1993),2,3.75
Calendar Girls (2003),8,2.625
California Split (1974),1,4.0
Caligula (1979),1,1.0
Call Me by Your Name (2017),4,3.75
"Call, The (2013)",1,1.5
Callas Forever (2002),1,3.0
Calvary (2014),1,4.0
Camelot (1967),1,4.0
Camera Buff (Amator) (1979),1,3.0
Camille (1936),1,4.0
Camille Claudel (1988),2,3.75
Camino (2016),1,2.0
Camp (2003),2,3.25
Camp Nowhere (1994),4,2.5
Camp Rock (2008),1,1.0
Camp X-Ray (2014),1,3.5
"Campaign, The (2012)",9,3.4444444444444446
Campfire Tales (1997),1,4.0
Campus Man (1987),1,1.0
Can't Buy Me Love (1987),4,3.25
Can't Hardly Wait (1998),15,3.3333333333333335
Can't Stop the Music (1980),1,3.0
Canadian Bacon (1995),11,2.8636363636363638
"Candidate, The (1972)",6,3.5833333333333335
Candleshoe (1977),1,4.0
Candy (2006),2,4.25
Candyman (1992),11,2.5
Candyman 3: Day of the Dead (1999),1,3.0
Candyman: Farewell to the Flesh (1995),4,3.0
Cannibal Holocaust (1980),3,2.6666666666666665
Cannonball Run II (1984),2,2.5
"Cannonball Run, The (1981)",10,2.75
Cape Fear (1962),14,3.9642857142857144
Cape Fear (1991),25,3.78
Capote (2005),23,3.869565217391304
Captain America (1979),1,0.5
Captain America (1990),2,1.25
Captain America II: Death Too Soon (1979),1,0.5
Captain America: Civil War (2016),22,3.6136363636363638
Captain America: The First Avenger (2011),32,3.546875
Captain America: The Winter Soldier (2014),31,3.7419354838709675
Captain Blood (1935),2,4.0
Captain Corelli's Mandolin (2001),4,3.125
Captain Fantastic (2016),5,4.5
Captain Horatio Hornblower R.N. (1951),3,3.0
"Captain Newman, M.D. (1963)",1,4.5
Captain Phillips (2013),21,4.0476190476190474
Captain Ron (1992),8,2.6875
Captain Underpants: The First Epic Movie (2017),1,3.5
Captains Courageous (1937),1,4.0
"Captive, The (2014)",1,2.0
Capturing the Friedmans (2003),7,3.9285714285714284
Car Wash (1976),2,3.75
"Carabineers, The (Carabiniers, Les) (1963)",1,0.5
Carandiru (2003),1,4.5
Care Bears Movie II: A New Generation (1986),2,1.5
"Care Bears Movie, The (1985)",2,1.5
Career Girls (1997),3,4.333333333333333
Career Opportunities (1991),1,2.5
Careful What You Wish For (2015),1,1.5
Cargo (2009),1,3.5
Carlito's Way (1993),42,3.738095238095238
Carnage (2011),4,4.0
Carnal Knowledge (1971),4,3.5
Carnival Magic (1981),1,0.5
Carnival of Souls (1962),4,3.875
Carnosaur (1993),4,2.0
Carnosaur 2 (1995),2,1.5
Carnosaur 3: Primal Species (1996),1,1.0
Carol (2015),1,4.0
Carpool (1996),2,1.75
Carrie (1976),36,3.3472222222222223
Carrie (2002),1,3.0
Carrie (2013),2,2.5
Carry On Don't Lose Your Head (1966),1,4.0
Carry on Cabby (1963),1,4.5
Carry on Cruising (1962),1,3.5
Cars (2006),41,3.3780487804878048
Cars 2 (2011),3,3.1666666666666665
Cars 3 (2017),1,3.0
Casablanca (1942),100,4.24
Casanova (2005),3,3.0
Case 39 (2009),1,0.5
Cashback (2004),1,3.0
Cashback (2006),4,3.25
Casino (1995),82,3.926829268292683
Casino Jack (2010),2,4.0
Casino Royale (1967),5,2.5
Casino Royale (2006),81,3.9444444444444446
Casper (1995),62,2.806451612903226
Casper Meets Wendy (1998),1,4.5
Cassandra's Dream (2007),1,4.0
Casshern (2004),1,3.5
Cast Away (2000),100,3.7
Castaway on the Moon (Kimssi pyoryugi) (2009),1,4.0
Castle Freak (1995),1,3.0
"Castle, The (1997)",5,3.4
Casualties of War (1989),3,3.8333333333333335
Cat Ballou (1965),7,3.142857142857143
Cat People (1942),1,4.0
Cat People (1982),8,2.8125
"Cat Returns, The (Neko no ongaeshi) (2002)",8,3.75
Cat Soup (Nekojiru-so) (2001),1,4.0
"Cat and the Canary, The (1927)",1,3.0
"Cat from Outer Space, The (1978)",3,2.3333333333333335
"Cat in the Hat, The (2003)",5,2.1
"Cat o' Nine Tails, The (Gatto a nove code, Il) (1971)",1,3.5
Cat on a Hot Tin Roof (1958),10,4.1
Cat's Eye (1985),6,2.4166666666666665
"Cat's Meow, The (2002)",2,2.5
Catch .44 (2011),2,1.25
Catch Me If You Can (2002),115,3.9217391304347826
Catch That Kid (2004),1,2.0
Catch a Fire (2006),2,3.25
Catch and Release (2006),2,2.25
Catch-22 (1970),8,3.75
Catfish (2010),3,3.6666666666666665
Cats & Dogs (2001),11,2.8181818181818183
Cats (1998),1,4.0
Cats Don't Dance (1997),2,3.0
Catwalk (1996),1,4.0
Catwoman (2004),9,1.3333333333333333
Cave of Forgotten Dreams (2010),1,3.0
"Cave, The (2005)",3,2.6666666666666665
Caveman (1981),3,2.5
"Caveman's Valentine, The (2001)",2,3.5
Cecil B. DeMented (2000),5,3.5
Cedar Rapids (2011),2,2.25
"Celebration, The (Festen) (1998)",12,4.458333333333333
Celebrity (1998),5,2.6
Cell 211 (Celda 211) (2009),1,4.5
"Cell, The (2000)",45,3.0444444444444443
Cellular (2004),7,2.857142857142857
"Celluloid Closet, The (1995)",4,4.0
Celtic Pride (1996),8,2.5625
"Cement Garden, The (1993)",2,4.25
Cemetery Junction (2010),1,3.5
Cemetery Man (Dellamorte Dellamore) (1994),7,3.9285714285714284
Center Stage (2000),6,3.25
"Center of the World, The (2001)",3,3.6666666666666665
Central Intelligence (2016),4,3.625
Central Station (Central do Brasil) (1998),6,4.416666666666667
"Century of the Self, The (2002)",2,3.75
"Cercle Rouge, Le (Red Circle, The) (1970)",3,3.5
Certified Copy (Copie conforme) (2010),1,4.0
Cesar Chavez (2014),1,1.5
Chain Reaction (1996),17,2.8823529411764706
Chain of Fools (2000),1,4.0
Chairman of the Board (1998),1,2.0
"Chamber, The (1996)",5,3.5
"Champ, The (1979)",1,3.0
Chances Are (1989),2,2.5
"Change-Up, The (2011)",10,2.85
Changeling (2008),8,3.4375
"Changeling, The (1980)",3,3.3333333333333335
Changing Lanes (2002),9,3.3333333333333335
Chaos (2005),1,3.5
Chaos Theory (2007),1,4.0
Chapayev (1934),1,4.5
Chaplin (1992),2,3.5
Chappie (2015),10,3.25
Character (Karakter) (1997),4,2.625
Charade (1963),13,3.8076923076923075
Chariots of Fire (1981),13,4.038461538461538
Charley Varrick (1973),1,3.0
Charlie Bartlett (2007),5,3.5
"Charlie Brown Christmas, A (1965)",6,4.0
Charlie Countryman (2013),1,1.5
Charlie Wilson's War (2007),8,3.375
Charlie and the Chocolate Factory (2005),61,3.0
Charlie's Angels (2000),72,2.7222222222222223
Charlie's Angels: Full Throttle (2003),27,2.3703703703703702
"Charlie, the Lonesome Cougar (1967)",1,3.0
Charlotte Gray (2001),2,3.75
Charlotte's Web (1973),21,3.5476190476190474
Charlotte's Web (2006),3,3.3333333333333335
Charly (1968),1,4.0
"Chase, The (1994)",1,2.0
"Chaser, The (Chugyeogja) (2008)",1,3.0
Chasers (1994),2,1.5
Chasing Amy (1997),52,3.576923076923077
Chasing Liberty (2004),8,3.9375
Chasing Papi (a.k.a. Papi Chulo) (2003),1,2.0
Chasuke's Journey (2015),1,4.0
Che: Part One (2008),1,5.0
Che: Part Two (2008),1,5.0
"Cheap Detective, The (1978)",1,3.0
Cheaper by the Dozen (1950),2,2.75
Cheaper by the Dozen (2003),8,1.9375
Cheaper by the Dozen 2 (2005),4,1.875
Cheburashka (1971),1,5.0
Cheech & Chong's The Corsican Brothers (1984),4,1.125
Cheech and Chong's Up in Smoke (1978),11,3.590909090909091
Chef (2014),2,2.75
Cherish (2002),1,5.0
Cherry 2000 (1987),2,2.25
Cherrybomb (2009),1,2.5
Chi-Raq (2015),2,3.75
Chicago (2002),49,3.7244897959183674
Chicken Little (2005),7,2.2857142857142856
Chicken Run (2000),78,3.551282051282051
Child's Play (1988),12,2.7083333333333335
Child's Play 2 (1990),4,2.375
Child's Play 3 (1991),5,1.8
"Child, The (L'enfant) (2005)",1,4.0
"Children Are Watching Us, The (Bambini ci guardano, I) (1944)",1,3.5
Children of Dune (2003),2,3.75
"Children of Heaven, The (Bacheha-Ye Aseman) (1997)",1,4.0
"Children of Huang Shi, The (2008)",1,3.5
Children of Men (2006),64,3.9453125
Children of a Lesser God (1986),12,3.8333333333333335
Children of the Corn (1984),11,2.4545454545454546
Children of the Corn II: The Final Sacrifice (1993),2,1.75
Children of the Corn III (1994),1,1.0
Children of the Corn IV: The Gathering (1996),3,4.666666666666667
Children of the Damned (1963),3,3.1666666666666665
Children of the Night (1991),1,3.5
Children of the Revolution (1996),1,3.0
"Children's Hour, The (1961)",2,3.5
"Children, The (2008)",1,3.5
Chill Factor (1999),1,1.0
China Blue (2005),1,4.0
"China Syndrome, The (1979)",5,3.7
Chinatown (1974),59,4.211864406779661
Chinese Box (1997),2,3.25
"Chinese Ghost Story, A (Sinnui yauwan) (1987)",2,4.25
Chinese Puzzle (Casse-tête chinois) (2013),1,5.0
Chitty Chitty Bang Bang (1968),11,3.4545454545454546
Chocolat (1988),4,3.375
Chocolat (2000),47,3.521276595744681
Choke (2008),3,3.5
Chopper (2000),1,2.0
Chopper Chicks in Zombietown (1989),1,1.0
Chopping Mall (a.k.a. Killbots) (1986),2,1.0
"Chorus Line, A (1985)",3,4.666666666666667
"Chorus, The (Choristes, Les) (2004)",11,3.909090909090909
Chouchou (2003),1,4.0
Chris Rock: Bigger & Blacker (1999),2,3.75
Christiane F. (a.k.a. We Children from Bahnhof Zoo) (Christiane F. - Wir Kinder vom Bahnhof Zoo) (1981),4,3.625
Christina P: Mother Inferior (2017),2,3.0
Christine (1983),10,2.95
"Christmas Carol, A (1938)",4,3.375
"Christmas Carol, A (1977)",1,0.5
"Christmas Carol, A (1999)",1,3.0
"Christmas Carol, A (2009)",2,3.0
"Christmas Carol, A (Scrooge) (1951)",2,3.25
"Christmas Story, A (1983)",55,3.9727272727272727
Christmas Vacation (National Lampoon's Christmas Vacation) (1989),30,3.566666666666667
Christmas in Connecticut (1992),1,1.5
Christmas with the Kranks (2004),2,2.5
Christopher Columbus: The Discovery (1992),1,2.0
Chronicle (2012),8,3.375
"Chronicles of Narnia: Prince Caspian, The (2008)",12,3.5416666666666665
"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",62,3.443548387096774
"Chronicles of Narnia: The Voyage of the Dawn Treader, The (2010)",7,3.857142857142857
"Chronicles of Riddick, The (2004)",23,3.3043478260869565
Chuck & Buck (2000),2,2.5
"Chump at Oxford, A (1940)",1,5.0
Chungking Express (Chung Hing sam lam) (1994),4,4.375
"Ciao, Professore! (Io speriamo che me la cavo) (1992)",1,3.5
"Cider House Rules, The (1999)",26,3.75
Cigarette Burns (2005),1,3.0
Cimarron (1931),1,3.5
"Cincinnati Kid, The (1965)",1,0.5
Cinderella (1950),42,3.488095238095238
Cinderella (1997),1,3.0
Cinderella (2015),1,4.0
Cinderella Man (2005),17,4.088235294117647
"Cinderella Story, A (2004)",9,3.2777777777777777
Cinema Paradiso (Nuovo cinema Paradiso) (1989),34,4.161764705882353
Cinemania (2002),4,4.0
Circle of Friends (1995),16,3.75
"Circle, The (Dayereh) (2000)",2,3.25
Circus (2000),1,1.0
"Circus, The (1928)",4,4.125
Cirque du Freak: The Vampire's Assistant (2009),1,2.0
Citizen Kane (1941),69,4.043478260869565
Citizen Ruth (1996),4,4.125
Citizen X (1995),1,4.0
Citizenfour (2014),4,3.875
City Hall (1996),14,2.7857142857142856
City Heat (1984),1,3.0
City Hunter (Sing si lip yan) (1993),2,2.75
City Island (2009),1,4.0
City Lights (1931),13,3.8461538461538463
City Slickers (1991),31,3.370967741935484
City Slickers II: The Legend of Curly's Gold (1994),55,2.6454545454545455
City by the Sea (2002),3,2.8333333333333335
City of Angels (1998),17,3.3823529411764706
City of Ember (2008),3,2.8333333333333335
City of God (Cidade de Deus) (2002),75,4.1466666666666665
"City of Lost Children, The (Cité des enfants perdus, La) (1995)",38,4.0131578947368425
"City of Lost Souls, The (Hyôryuu-gai) (2000)",1,3.0
City of Men (Cidade dos Homens) (2007),1,4.0
"City of Women, The (Città delle donne, La) (1980)",3,2.8333333333333335
"City of the Living Dead (a.k.a. Gates of Hell, The) (Paura nella città dei morti viventi) (1980)",1,3.0
"Civil Action, A (1998)",11,3.0454545454545454
"Civil War, The (1990)",1,4.0
"Claim, The (2000)",3,2.8333333333333335
"Claire's Knee (Genou de Claire, Le) (1970)",1,4.5
"Clan of the Cave Bear, The (1986)",3,2.6666666666666665
Clara's Heart (1988),1,2.5
Clash of the Titans (1981),9,3.611111111111111
Clash of the Titans (2010),13,2.3076923076923075
Class (1983),4,3.5
Class Act (1992),1,1.5
Class Action (1991),1,2.0
Class Reunion (1982),2,1.5
Class of Nuke 'Em High (1986),1,3.0
"Class, The (Entre les murs) (2008)",2,2.75
"Class, The (Klass) (2007)",2,3.5
Clay Pigeons (1998),2,3.0
"Claymation Christmas Celebration, A (1987)",2,1.5
Clean Slate (1994),8,2.75
Cleanskin (2012),1,3.5
Clear and Present Danger (1994),110,3.6045454545454545
Clerks (1994),104,3.855769230769231
Clerks II (2006),13,3.8846153846153846
Click (2006),23,2.9782608695652173
"Client, The (1994)",57,3.3859649122807016
Cliffhanger (1993),101,3.0346534653465347
Cloak & Dagger (1984),2,3.25
Clockers (1995),14,2.892857142857143
Clockstoppers (2002),4,2.25
Clockwatchers (1997),6,3.9166666666666665
Clockwise (1986),1,4.0
"Clockwork Orange, A (1971)",120,3.995833333333333
"Clonus Horror, The (1979)",2,2.75
Close Encounters of the Third Kind (1977),60,3.7416666666666667
Close Range (2015),2,3.0
Closely Watched Trains (Ostre sledované vlaky) (1966),1,4.0
Closer (2004),16,3.71875
"Closer You Get, The (2000)",1,4.5
Closer to the Moon (2013),1,4.0
"Closet, The (Placard, Le) (2001)",4,3.375
Cloud Atlas (2012),19,3.736842105263158
Cloudburst (2011),1,4.0
Cloudy with a Chance of Meatballs (2009),17,3.5294117647058822
Cloudy with a Chance of Meatballs 2 (2013),2,2.25
Cloverfield (2008),27,3.3518518518518516
Clown (2014),1,3.5
Club Dread (2004),6,2.0833333333333335
Club Paradise (1986),1,2.0
Clue (1985),18,3.388888888888889
Clueless (1995),104,3.293269230769231
Coach Carter (2005),7,3.0714285714285716
Coal Miner's Daughter (1980),3,3.5
Cobb (1994),6,3.3333333333333335
Cobra (1986),3,2.3333333333333335
Cocaine Cowboys (2006),2,4.5
Cocktail (1988),11,2.9545454545454546
Coco (2017),13,3.5384615384615383
Coco Before Chanel (Coco avant Chanel) (2009),1,4.0
"Cocoanuts, The (1929)",1,3.5
Cocoon (1985),43,3.2674418604651163
Cocoon: The Return (1988),9,2.3333333333333335
Code 46 (2003),1,4.5
Codependent Lesbian Space Alien Seeks Same (2011),1,4.0
Coffee Town (2013),2,2.25
Coffee and Cigarettes (2003),6,3.5833333333333335
Coffy (1973),1,3.5
Coherence (2013),2,4.0
Cold Comes the Night (2013),1,2.0
Cold Comfort Farm (1995),10,3.5
Cold Creek Manor (2003),1,2.5
Cold Fever (Á köldum klaka) (1995),1,3.0
Cold Fish (Tsumetai nettaigyo) (2010),2,4.5
Cold Mountain (2003),12,3.2916666666666665
Cold in July (2014),1,2.5
Collateral (2004),44,3.7613636363636362
Collateral Damage (2002),9,2.7777777777777777
"Collector, The (1965)",1,0.5
"Collector, The (2009)",1,3.5
"Collector, The (La collectionneuse) (1967)",1,3.5
College (1927),1,3.5
College Road Trip (2008),1,4.5
Collision Course (1989),1,1.5
Colombiana (2011),6,2.5
"Colonel Chabert, Le (1994)",2,4.5
Colonia (2016),1,1.5
"Color Purple, The (1985)",12,3.9166666666666665
"Color of Money, The (1986)",13,3.5
Color of Night (1994),7,2.5714285714285716
Colors (1988),3,3.3333333333333335
Colourful (Karafuru) (2010),1,5.0
Coma (1978),3,3.6666666666666665
Comandante (2003),1,4.0
"Come Back, Little Sheba (1952)",1,4.0
Come See the Paradise (1990),1,1.0
Come and See (Idi i smotri) (1985),2,5.0
"Comebacks, The (2007)",2,0.75
Comedian (2002),2,3.0
Comedy Central Roast of David Hasselhoff (2010),1,4.0
Comedy Central Roast of James Franco (2013),1,3.0
Comedy of the Strict Regime (1993),1,4.5
Comic Book Villains (2002),2,2.25
Comic Book: The Movie (2004),1,2.5
Comic-Con Episode IV: A Fan's Hope (2011),1,2.0
Coming Home (1978),5,3.3
Coming to America (1988),24,3.4583333333333335
Commando (1985),6,3.5
Comme un chef (2012),1,3.5
"Commitments, The (1991)",15,3.8666666666666667
"Common Thread, A (a.k.a. Sequins) (Brodeuses) (2004)",1,4.5
Communion (1989),2,3.5
Company Man (2000),1,2.0
"Company Men, The (2010)",1,2.5
"Company of Wolves, The (1984)",1,2.0
"Company, The (2003)",1,3.0
"Competition, The (1980)",2,3.75
"Computer Wore Tennis Shoes, The (1969)",7,2.857142857142857
Con Air (1997),59,3.0338983050847457
Conan the Barbarian (1982),31,3.2580645161290325
Conan the Barbarian (2011),2,1.75
Conan the Destroyer (1984),8,3.125
Conception (2011),1,2.5
"Concert, Le (2009)",1,3.0
Concussion (2015),3,2.5
Condorman (1981),3,3.3333333333333335
Coneheads (1993),63,2.4206349206349205
Confessions (Kokuhaku) (2010),1,4.0
Confessions of a Dangerous Mind (2002),16,3.625
Confessions of a Shopaholic (2009),4,3.5
Confessions of a Teenage Drama Queen (2004),4,2.375
Confidence (2003),6,2.8333333333333335
Confidential Report (1955),1,3.5
"Conformist, The (Conformista, Il) (1970)",5,4.1
Congo (1995),57,2.8771929824561404
"Conjuring, The (2013)",7,4.214285714285714
Connections (1978),1,5.0
Conquest of the Planet of the Apes (1972),12,2.7916666666666665
Conspiracy Theory (1997),43,2.941860465116279
"Constant Gardener, The (2005)",13,3.4615384615384617
Constantine (2005),35,3.4714285714285715
Contact (1997),82,3.652439024390244
Contact High (2009),1,3.0
Contagion (2011),12,3.7083333333333335
"Contempt (Mépris, Le) (1963)",2,3.0
"Contender, The (2000)",7,3.0714285714285716
Continental Divide (1981),1,5.0
Contraband (2012),2,3.0
Control (2007),3,4.166666666666667
Control (Kontroll) (2003),1,3.5
Control Room (2004),3,4.333333333333333
"Conversation, The (1974)",17,4.205882352941177
Conversations with Other Women (2005),2,4.0
"Cook the Thief His Wife & Her Lover, The (1989)",11,3.1363636363636362
Cookie's Fortune (1999),12,3.875
Cool Hand Luke (1967),57,4.271929824561403
Cool Runnings (1993),37,3.081081081081081
Cool World (1992),4,2.5
"Cool, Dry Place, A (1998)",1,3.0
"Cooler, The (2003)",10,3.55
Cooties (2015),1,3.5
Cop (1988),1,1.5
Cop Car (2015),2,3.5
Cop Land (1997),16,3.28125
Cop Out (2010),5,2.5
Cop and ½ (1993),1,1.5
Copenhagen (2014),1,4.5
Cops and Robbersons (1994),9,2.1666666666666665
Copycat (1995),36,3.2222222222222223
Coraline (2009),35,3.7
"Corbeau, Le (Raven, The) (1943)",2,4.25
"Core, The (2003)",8,2.375
Coriolanus (2011),1,2.5
Corky Romano (2001),3,1.3333333333333333
Corner Gas: The Movie (2014),1,3.5
Cornered! (2009),1,4.5
"Corporation, The (2003)",10,3.9
Corpse Bride (2005),44,3.534090909090909
"Corrina, Corrina (1994)",17,3.176470588235294
"Corruptor, The (1999)",3,2.5
Cosmic Scrat-tastrophe (2015),1,5.0
Cosmos,2,4.5
"Cottage, The (2008)",2,4.25
"Cotton Club, The (1984)",2,3.25
"Couch Trip, The (1988)",1,2.0
"Counselor, The (2013)",1,1.5
"Counterfeiters, The (Die Fälscher) (2007)",3,3.3333333333333335
"Country Girl, The (1954)",1,3.5
Couples Retreat (2009),3,3.3333333333333335
Courage Under Fire (1996),29,3.3275862068965516
Courier (1987),1,3.5
"Court Jester, The (1956)",1,3.5
Cousins (1989),1,3.0
"Cove, The (2009)",4,4.25
"Covenant, The (2006)",1,3.0
Cowboy Bebop: The Movie (Cowboy Bebop: Tengoku no Tobira) (2001),20,3.9
"Cowboy Way, The (1994)",7,2.7142857142857144
Cowboys & Aliens (2011),9,3.0
Coyote Ugly (2000),29,2.7413793103448274
Cradle 2 the Grave (2003),3,3.5
Cradle Will Rock (1999),3,3.1666666666666665
"Craft, The (1996)",31,3.032258064516129
Craig Ferguson: I'm Here To Help (2013),1,5.0
Craig Ferguson: Tickle Fight (2017),1,2.5
"Cranes Are Flying, The (Letyat zhuravli) (1957)",1,4.0
Crank (2006),14,3.4285714285714284
Crank: High Voltage (2009),8,2.9375
Crash (1996),11,3.090909090909091
Crash (2004),50,3.89
"Crazies, The (2010)",4,3.375
"Crazies, The (a.k.a. Code Name: Trixie) (1973)",1,3.5
Crazy Heart (2009),5,4.1
Crazy in Alabama (1999),2,3.0
"Crazy, Stupid, Love. (2011)",31,3.9838709677419355
Crazy/Beautiful (2001),5,3.4
Creature Comforts (1989),12,4.25
"Creature from the Black Lagoon, The (1954)",4,2.125
Creed (2015),8,3.75
Creep (2004),1,3.0
Creep (2014),2,3.0
Creep 2 (2017),1,1.5
Creepshow (1982),14,3.0714285714285716
Creepshow 2 (1987),4,3.0
"Crew, The (2000)",3,1.5
Cries and Whispers (Viskningar och rop) (1972),2,4.0
Crime Busters (1977),1,2.5
Crime Story (Zhong an zu) (1993),2,3.25
Crime and Punishment in Suburbia (2000),1,4.0
"Crime of Father Amaro, The (Crimen del padre Amaro, El) (2002)",1,4.5
Crimes and Misdemeanors (1989),18,3.9166666666666665
Crimes of the Heart (1986),1,4.0
Crimewave (1985),1,2.0
Crimson Gold (Talaye sorgh) (2003),1,3.5
Crimson Peak (2015),1,3.5
"Crimson Pirate, The (1952)",1,3.0
"Crimson Rivers 2: Angels of the Apocalypse (Rivières pourpres II - Les anges de l'apocalypse, Les) (2004)",1,2.5
"Crimson Rivers, The (Rivières pourpres, Les) (2000)",5,3.5
Crimson Tide (1995),103,3.6359223300970873
Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) (1981),1,5.0
Critical Care (1997),1,2.0
Critters (1986),3,3.0
Crocodile Dundee (1986),57,3.175438596491228
Crocodile Dundee II (1988),24,2.4791666666666665
Crocodile Dundee in Los Angeles (2001),13,2.1923076923076925
"Crocodile Hunter: Collision Course, The (2002)",2,2.5
"Croods, The (2013)",9,3.7777777777777777
Crooklyn (1994),2,2.5
Crossfire (1947),1,3.5
Crossing Delancey (1988),1,5.0
"Crossing Guard, The (1995)",3,3.3333333333333335
Crossing Over (2009),1,2.0
Crossroads (1986),3,3.0
Crossroads (2002),7,2.0714285714285716
"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",110,3.8363636363636364
Croupier (1998),11,3.9545454545454546
"Crow, The (1994)",64,3.609375
"Crow, The: Wicked Prayer (2005)",1,0.5
"Crow: City of Angels, The (1996)",15,2.8333333333333335
"Crow: Salvation, The (2000)",3,2.5
Crows Zero (Kurôzu zero) (2007),2,4.0
"Crucible, The (1996)",5,3.9
Cruel Intentions (1999),40,3.225
"Cruel Romance, A (Zhestokij Romans) (1984)",1,5.0
"Cruise, The (1998)",2,4.25
Crumb (1994),17,4.205882352941177
Crush (2001),1,2.5
"Crush, The (1993)",6,2.1666666666666665
"Cry in the Dark, A (1988)",2,3.75
"Cry, the Beloved Country (1995)",2,4.25
Cry-Baby (1990),5,3.8
Cry_Wolf (a.k.a. Cry Wolf) (2005),2,2.25
"Crying Game, The (1992)",42,3.4404761904761907
Crystal Fairy & the Magical Cactus and 2012 (2013),2,3.5
Cube (1997),27,3.425925925925926
Cube 2: Hypercube (2002),2,3.75
Cube Zero (2004),3,2.6666666666666665
"Cuckoo, The (Kukushka) (2002)",1,3.5
Cujo (1983),7,2.2142857142857144
"Culture High, The (2014)",1,3.0
"Cup, The (Phörpa) (1999)",2,4.5
Cure (1997),1,4.5
"Cure, The (1995)",1,3.0
"Curious Case of Benjamin Button, The (2008)",37,3.5945945945945947
Curious George (2006),2,3.5
Curly Sue (1991),3,2.3333333333333335
"Curse of Frankenstein, The (1957)",1,3.0
Curse of the Golden Flower (Man cheng jin dai huang jin jia) (2006),3,2.5
"Curse of the Jade Scorpion, The (2001)",3,2.5
Cursed (2005),6,2.1666666666666665
Cutter's Way (1981),1,3.0
Cutthroat Island (1995),13,3.0
"Cutting Edge, The (1992)",12,2.7916666666666665
Cyborg (1989),2,0.5
Cyrano de Bergerac (1990),12,4.125
Cyrus (2010),1,2.5
D.A.R.Y.L. (1985),1,2.0
D.E.B.S. (2004),3,2.8333333333333335
D.O.A. (1950),1,2.5
D.O.A. (1988),1,3.5
D2: The Mighty Ducks (1994),6,2.5833333333333335
D3: The Mighty Ducks (1996),8,2.1875
DC Super Hero Girls: Hero of the Year (2016),1,4.0
DOA: Dead or Alive (2006),2,2.0
Da Sweet Blood of Jesus (2014),2,3.25
"Da Vinci Code, The (2006)",49,3.122448979591837
